ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(Â°C),Water Temp(Â°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
615798666,Photo,Wood Duck,Aix sponsa,,Allen HENDRICK 864.360.5468,2024-03-08,2024.0,3.0,8.0,1449.0,United States,US-SC-045,South Carolina,Greenville,Conestee Nature Preserve,34.7794615,-82.3535424,,,Unspecified,,,,,,,,,S164143129,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,1080.0,1440.0
520106651,Photo,Razorbill,Alca torda,,Pamela Scrima,2023-01-03,2023.0,1.0,3.0,1311.0,United States,US-VA-810,Virginia,Virginia Beach,Little Island Park,36.6939,-75.9243,,,Unspecified,,,,,,,,,S125330311,,,,,Photo,Alca torda,razorb,Species,6372.0,,3.0,1.0,,919.0,1379.0
574838841,Photo,Common Myna,Acridotheres tristis,,Tamil Oviya S,2023-05-20,2023.0,5.0,20.0,700.0,India,IN-WB-PU,West Bengal,Purulia,Raghunathpur SDO office,23.5365632,86.6506399,,,Unspecified,,,,,,,,,S138527573,,,,,,Acridotheres tristis,commyn,Species,27402.0,,5.0,1.0,,3691.0,5537.0
532759881,Photo,Long-eared Owl,Asio otus,,Grant Price,2023-02-07,2023.0,2.0,7.0,1603.0,Canada,CA-QC-QU,Quebec,QuÃ©bec,Pointe de Maizerets,46.839088,-71.196084,,,Unspecified,,,,,,,,,S127836440,,,,,"The light was low, the bird was calm and initially asleep. We waited it out. These photos are hand-held from ISO 10,000 to ISO 12800, 1/120 shutter speed. So fortunately, the Owl was unperturbed, and the cameras now border on magical.",Asio otus,loeowl,Species,9045.0,,4.0,2.0,,4383.0,5844.0
90480871,Photo,Red-tailed Hawk,Buteo jamaicensis,,Ed Dunn,2018-03-19,2018.0,3.0,19.0,820.0,United States,US-AZ-019,Arizona,Pima,Green Valley WRF (controlled access),31.8995622,-110.9699177,,,Unspecified,,,,,,,,,S43791422,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,4.67,3.0,,2302.0,3072.0
561425901,Photo,Red-tailed Hawk (abieticola),Buteo jamaicensis abieticola,,Nicole Richardson,2023-04-19,2023.0,4.0,19.0,1452.0,Canada,CA-AB-NT,Alberta,Grande Prairie,"Range Road 60, Clairmont, Alberta, CA (55.316, -118.769)",55.3156284,-118.7694065,,,Unspecified,,,,,,,,,S134666821,,,,"2077-15599; 2W. Tag ID 07CE, 'Fir'.   Data collected as part of the Red-tailed Hawk Project. To learn more, please visit: https://redtailedhawkproject.org/","After-fourth-cycle adult captured and banded 2077-15599; 2W. Tag ID 07CE, 'Fir'.  Data collected as part of the Red-tailed Hawk Project. To learn more, please visit: https://redtailedhawkproject.org/",Buteo jamaicensis,rethaw4,Form,8317.0,,5.0,2.0,In-hand,1272.0,1903.0
217689221,Photo,American Bittern,Botaurus lentiginosus,,Andrew Boycott,2020-03-20,2020.0,3.0,20.0,1200.0,Canada,CA-BC-GV,British Columbia,Metro Vancouver,ÆÌÃ©xÉtÉm Regional Park (Colony Farm),49.23429,-122.7996362,,,Unspecified,,,,,,,,,S66154378,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.33,3.0,,4925.0,6785.0
485506841,Photo,Long-eared Owl,Asio otus,,Viorel-Ilie ARGHIUS,2021-01-18,2021.0,1.0,18.0,0.0,Romania,RO-CJ,Cluj,,Mercur,46.7669746,23.6255439,,,Unspecified,,,,,,,,,S119010753,,,,,,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,3712.0,4949.0
605765301,Photo,Glossy Ibis,Plegadis falcinellus,,Randall Nett,2023-08-20,2023.0,8.0,20.0,1212.0,United States,US-DE-001,Delaware,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,,,Unspecified,,,,,,,,,S147706984,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,5.0,1.0,,2048.0,1984.0
612232818,Photo,Common Myna,Acridotheres tristis,,Gautham Mohan,2023-11-16,2023.0,11.0,16.0,1735.0,India,IN-TN-RA,Tamil Nadu,Ramanathapuram,"Ramanathapuram, Tamil Nadu, IN (9.295, 79.325)",9.2947499,79.3247264,,,Unspecified,,,,,,,,,S156317608,,,,,,Acridotheres tristis,commyn,Species,27402.0,,0.0,0.0,,1108.0,1052.0
609981410,Photo,American Bittern,Botaurus lentiginosus,,Anthony Glenesk,2023-10-15,2023.0,10.0,15.0,816.0,Canada,CA-ON-SC,Ontario,Simcoe,Matchedash Bay--Lawson Line MTM Site,44.740778,-79.6354026,,,Unspecified,,,,,,,,,S152296364,,,,,Standing on the berm path. Photos,Botaurus lentiginosus,amebit,Species,7335.0,,4.8,5.0,,3760.0,5640.0
505348011,Photo,Red-tailed Hawk,Buteo jamaicensis,,Andrew Theus,2022-10-29,2022.0,10.0,29.0,1327.0,United States,US-NM-001,New Mexico,Bernalillo,County Line Casita,35.115188,-106.24703,,,Unspecified,,,,,,,,,S121518238,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,5.0,2.0,,1717.0,2132.0
613151891,Photo,Common Loon,Gavia immer,,Trevor Ambrico,2023-12-16,2023.0,12.0,16.0,645.0,United States,US-NY-103,New York,Suffolk,Lake Montauk Inlet,41.076981,-71.937511,,,Unspecified,,,,,,,,,S156505307,,,,,Floaters offshore and in the inlet,Gavia immer,comloo,Species,6774.0,,5.0,1.0,,1073.0,1296.0
228848591,Photo,Razorbill,Alca torda,,Suzanne Britton,2015-06-08,2015.0,6.0,8.0,0.0,Canada,CA-NS-VI,Nova Scotia,Victoria,Bird Islands IBA,46.3752099,-60.3893454,,,Unspecified,,,,,,,,,S68088172,,,,,,Alca torda,razorb,Species,6372.0,,3.0,1.0,,1500.0,2066.0
614590024,Photo,Limpkin,Aramus guarauna,,Jackie Childers,2023-04-28,2023.0,4.0,28.0,750.0,United States,US-LA-071,Louisiana,Orleans,"City Park--Big Lake, New Orleans Museum of Art",29.9866156,-90.0910796,,,Unspecified,,,,,,,,,S135272751,,,,,"One individual in a small pond off of Big Lake, just off the main walkway. Foraging on large snails near a clump of reeds. Large, brown and speckled bird with chisel like bill. Photos taken.",Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,4480.0,6720.0
615010270,Photo,American Robin,Turdus migratorius,,Evan Miller,2024-02-18,2024.0,2.0,18.0,1407.0,United States,US-OH-041,Ohio,Delaware,Deer Haven Preserve,40.2403572,-83.076725,,,Unspecified,,,,,,,,,S162074468,,,,,,Turdus migratorius,amerob,Species,28096.0,,0.0,0.0,,3456.0,4608.0
583941901,Photo,Red-tailed Hawk,Buteo jamaicensis,,Arrow Z L,2022-10-08,2022.0,10.0,8.0,1132.0,Canada,CA-ON-TO,Ontario,Toronto,Toronto--High Park,43.6446469,-79.4625379,,,Unspecified,,,,,,,,,S120233646,,,,,Local,Buteo jamaicensis,rethaw,Species,8312.0,,5.0,2.0,,3000.0,4000.0
613048961,Photo,Limpkin,Aramus guarauna,,Rowan Gray,2024-01-03,2024.0,1.0,3.0,1311.0,United States,US-TN-019,Tennessee,Carter,"137 Riverbank Run, Hampton US-TN 36.27292, -82.17520",36.272924,-82.175204,Adult â 1,Foraging or Eating,Unspecified,,,,,,,,,S157957863,,,,,,Aramus guarauna,limpki,Species,5642.0,,3.0,1.0,Habitat,3456.0,4608.0
613892836,Photo,Glossy Ibis,Plegadis falcinellus,,Lucy Dean,2024-01-21,2024.0,1.0,21.0,1339.0,New Zealand,NZ-WKO-012,Waikato,Hauraki District,Piako Wader Roost (& adjacent paddocks/mangroves),-37.1985043,175.505077,,,Unspecified,,,,,,,,,S159414323,,,,,dark birds with long down curved bill. photos taken,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,3888.0,5184.0
614026814,Photo,Common Myna,Acridotheres tristis,,Shilpa Gadgil,2024-01-23,2024.0,1.0,23.0,1214.0,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji  Nagar  Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0212234,75.5660228,,,Unspecified,,,,,,,,,S159601454,,,,,Twittering.,Acridotheres tristis,commyn,Species,27402.0,,5.0,1.0,,3456.0,4608.0
615006855,Photo,Wood Duck,Aix sponsa,,Tianshuo Wang,2024-02-17,2024.0,2.0,17.0,1215.0,United States,US-MA-025,Massachusetts,Suffolk,Olmsted Park--Leverett Pond,42.3287149,-71.1141286,,,Unspecified,,,,,,,,,S161861603,,,,,,Aix sponsa,wooduc,Species,433.0,,4.0,1.0,,1943.0,3455.0
523847701,Photo,Long-eared Owl,Asio otus,,Peter Leth,2023-01-14,2023.0,1.0,14.0,1155.0,Denmark,DK-84,Region Hovedstaden,,"StenlÃ¸kken, BirkerÃ¸d",55.8591174,12.4230867,,,Unspecified,,,,,,,,,S126097671,,,,,8 birds resting in a pine tree and 1 resting in af thuja. Probably there were a few more hidden birds.,Asio otus,loeowl,Species,9045.0,,4.0,2.0,,3888.0,5184.0
611904361,Photo,Limpkin,Aramus guarauna,,David Wills,2023-12-05,2023.0,12.0,5.0,1013.0,United States,US-WV-039,West Virginia,Kanawha,Wine Cellar Park,38.3826252,-81.7337215,,,Unspecified,,,,,,,,,S155789834,,,,,Continuing bird. Seen feeding at the far end (away from the parking area) Anderson Lake. Photos.,Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,3456.0,4608.0
614905514,Photo,Mallard,Anas platyrhynchos,,Chase Harris,2024-02-15,2024.0,2.0,15.0,1644.0,United States,US-FL-103,Florida,Pinellas,Dunedin Hammock City Park,28.0324,-82.781,,,Unspecified,,,,,,,,,S161595777,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,0.0,0.0,,3000.0,4000.0
615621861,Photo,Common Loon,Gavia immer,,Alexander Yan,2024-03-03,2024.0,3.0,3.0,1631.0,United States,US-CA-037,California,Los Angeles,Ballona Lagoon,33.9662135,-118.4547615,,,Unspecified,,,,,,,,,S163645524,,,,,,Gavia immer,comloo,Species,6774.0,,4.0,1.0,,1588.0,2380.0
206156501,Photo,American Bittern,Botaurus lentiginosus,,Mike Ross,2014-05-17,2014.0,5.0,17.0,0.0,United States,US-NE-075,Nebraska,Grant,Whitman (town),42.0414846,-101.5228772,,,Unspecified,,,,IBC1056854,,,,,S65203749,,,,"American Bittern thought he would get by without being seen. Elevation: 1126 m. Date added to IBC: June 21, 2016.",,Botaurus lentiginosus,amebit,Species,7335.0,,4.0,4.0,,2083.0,2223.0
 10 Edward Crown building,Turdus migratorius,amerob,Species,28096,,0.0,0.0,,4032.0,3024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429341521,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Celeste Treadway,2022-03-27,2022.0,3.0,27.0,752.0,United States,US-TX-453,Texas,Travis,Baker Sanctuary,30.4826306,-97.8739357,,,Unspecified,,,,,,,,,S105730676,,,,,"Several males sang but we didn't get a look at them. Several sang A song. At least two sang C song. Several sang as they moved from one location to other locations, assumed to be establishing or protecting their territories. At one point, two came into the center of a mature juniper tree, to a crotch about 10' or 12' high. One bird appeared to be using its body to shape a nest. The other bird came into the same area. There was juniper detritus in the crotch, but we didn't see anything that was obviously a nest at this time although the behavior seemed to indicate nest building. Both birds flew away after a brief period in the area of the crotch. Later, the male returned, sang, moved through the tree passing the potential nest crotch, flew over our heads, perched nearby and sang directly toward us as if agitated. We moved away to not provoke the bird any longer.",Setophaga chrysoparia,gchwar,Species,33674.0,,3.0,1.0,,2068.0,2600.0
125181911,Photo,Red-tailed Hawk,Buteo jamaicensis,,Herb Elliott,2018-11-23,2018.0,11.0,23.0,824.0,United States,US-CA-079,California,San Luis Obispo,Carrizo Plain NM (use specific hotspots when available),35.155759,-119.810539,,,Unspecified,,,,,,,,,S50201466,,,,"Red-tailed Hawk, Carrizo Plain National Monument (within Monument Boundaries Only), San Luis Obispo County, California, US, November 23, 2018, Herb Elliott",,Buteo jamaicensis,rethaw,Species,8312.0,,5.0,2.0,,2583.0,3872.0
614059199,Photo,Long-eared Owl,Asio otus,,Janet Pellegrini,,,,,,United States,US-IL-031,Illinois,Cook,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,3456.0,4608.0
561118481,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,carolyn spidle,2023-04-22,2023.0,4.0,22.0,650.0,United States,US-TX-267,Texas,Kimble,South Llano River SP--Loraâs Bird Blind,30.4394455,-99.8107186,,,Unspecified,,,,,,,,,S134593616,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,3.0,1.0,,3888.0,5184.0
613889797,Photo,Common Myna,Acridotheres tristis,,Kenneth Butler,2024-01-23,2024.0,1.0,23.0,815.0,New Zealand,NZ-WKO-011,Waikato,Thames-Coromandel District,Coromandel Town (general),-36.7610116,175.4956055,,,Unspecified,,,,,,,,,S159586861,,,,,,Acridotheres tristis,commyn,Species,27402.0,,0.0,0.0,,1085.0,1343.0
612619046,Photo,Glossy Ibis,Plegadis falcinellus,,Austin C & Haocong R,2023-12-22,2023.0,12.0,22.0,1051.0,Portugal,PT-14-BE,SantarÃ©m,Benavente,RN EstuÃ¡rio do Tejo--Ã¡rea geral,38.8001204,-8.9564324,,,Unspecified,,,,,,,,,S157045443,,,,,"Numerous, huge âdark cloudsâ when all taking off together.",Plegadis falcinellus,gloibi,Species,7551.0,,2.0,1.0,,3681.0,5522.0
614746924,Photo,Mallard,Anas platyrhynchos,,Kristy Eleftheriou,2024-02-11,2024.0,2.0,11.0,829.0,United States,US-PA-045,Pennsylvania,Delaware,Gillespie Park,39.9396576,-75.3037355,,,Unspecified,,,,,,,,,S161230041,,,,,"3 m, 1 f",Anas platyrhynchos,mallar3,Species,515.0,,0.0,0.0,,1080.0,1440.0
505964321,Photo,Razorbill,Alca torda,,Dani Zamora,2022-11-21,2022.0,11.0,21.0,1043.0,Spain,ES-IB,Illes Baleares,,Ciutat JardÃ­ / Portixol / Molinar,39.5546639,2.6834492,,,Unspecified,,,,,,,,,S122765312,,,,,Fotos,Alca torda,razorb,Species,6372.0,,5.0,4.0,,2698.0,3764.0
374939151,Photo,Razorbill,Alca torda,,Steve Butterworth,2021-06-17,2021.0,6.0,17.0,1008.0,United States,US-ME-029,Maine,Washington,Petit Manan NWR--Petit Manan Island,44.367175,-67.864624,,,Unspecified,,,,,,,,,S90324796,,,,,,Alca torda,razorb,Species,6372.0,,5.0,2.0,,1348.0,2548.0
166010441,Photo,Northern Royal Albatross,Diomedea sanfordi,,Anonymous,2017-12-15,2017.0,12.0,15.0,900.0,New Zealand,NZ-CAN-054,Canterbury,Kaikoura District,Kaikoura--offshore--Albatross Encounter pelagic (general),-42.4908336,173.7178802,,,Unspecified,,,,,,,,,S46092601,,,,,,Diomedea sanfordi,royalb3,Species,6813.0,,4.8,5.0,,3100.0,4763.0
615922836,Photo,Wood Duck,Aix sponsa,,Scotty Lofland,2024-03-11,2024.0,3.0,11.0,849.0,United States,US-TX-009,Texas,Archer,Lake Wichita (Archer Co.),33.8308344,-98.5517443,,,Unspecified,,,,,,,,,S164418978,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,3257.0,5362.0
177432431,Photo,Red-tailed Hawk (borealis),Buteo jamaicensis borealis,,Nick Tepper,2019-09-15,2019.0,9.0,15.0,852.0,United States,US-CT-001,Connecticut,Fairfield,Kenosia Park,41.386516,-73.502436,,,Unspecified,,,,,,,,,S59819576,,,,,,Buteo jamaicensis,erthaw1,Group,8316.0,,5.0,2.0,,1365.0,2048.0
615208690,Photo,Northern Royal Albatross,Diomedea sanfordi,,Ting-Wei (å»·ç¶­) HUNG (æ´ª),2024-02-04,2024.0,2.0,4.0,701.0,Australia,AU-TAS-TAS,Tasmania,Tasman,"å¡æ¯é¦¬å°¼äº, Eaglehawk Neck AU-TAS -43.03405, 147.94576",-43.034045,147.945761,,,Unspecified,,,,,,,,,S160571630,,,,,,Diomedea sanfordi,royalb3,Species,6813.0,,0.0,0.0,,4414.0,6621.0
508385151,Photo,Common Myna,Acridotheres tristis,,Dennis Devers,2022-11-29,2022.0,11.0,29.0,1140.0,Australia,AU-QLD-BRI,Queensland,Brisbane,Pinkenba area,-27.4167305,153.1265837,,,Unspecified,,,,,,,,,S123194969,,,,,,Acridotheres tristis,commyn,Species,27402.0,,4.0,1.0,,2639.0,3958.0
538739001,Photo,Common Myna,Acridotheres tristis,,Binoi Varkey,2022-02-05,2022.0,2.0,5.0,800.0,United Arab Emirates,AE-DU,Dubai,,Zabeel Park--north,25.235154,55.297977,,,Unspecified,,,,,,,,,S129462973,,,,,,Acridotheres tristis,commyn,Species,27402.0,,5.0,1.0,,3183.0,3979.0
614653911,Photo,American Robin,Turdus migratorius,,Anonymous,2024-02-10,2024.0,2.0,10.0,1042.0,United States,US-CA-081,California,San Mateo,"1262 aspen Dr, Pacifica US-CA 37.58707, -122.47553",37.587066,-122.475526,,,Unspecified,,,,,,,,,S161138663,,,,,seeing a big female robin in back patio got me started today -- had not seen the robins for several days with the heavy rain storm scene,Turdus migratorius,amerob,Species,28096.0,,0.0,0.0,,1779.0,1779.0
436257641,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Lance Felber,2022-04-16,2022.0,4.0,16.0,746.0,United States,US-TX-053,Texas,Burnet,Balcones Canyonlands NWR--Doeskin Ranch,30.6190048,-98.0728912,,,Unspecified,,,,,,,,,S107200361,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,3.0,1.0,,1547.0,2637.0
65359831,Photo,Razorbill,Alca torda,,Paul Chapman,2017-07-19,2017.0,7.0,19.0,1000.0,United Kingdom,GB-ENG-NBL,England,Northumberland,Farne Islands NNR,55.6228504,-1.6322852,,,Unspecified,,,,,,,,,S38222581,,,,,,Alca torda,razorb,Species,6372.0,,4.5,2.0,,1642.0,2484.0
614282542,Photo,American Robin,Turdus migratorius,,Nate W,2024-02-01,2024.0,2.0,1.0,744.0,United States,US-AR-093,Arkansas,Mississippi,"Wilson, AR",35.569767,-90.042598,,,Unspecified,,,,,,,,,S160331037,,,,,,Turdus migratorius,amerob,Species,28096.0,,0.0,0.0,,227.0,340.0
615139011,Photo,Glossy Ibis,Plegadis falcinellus,,Theresa Edwards,2024-02-21,2024.0,2.0,21.0,758.0,United States,US-FL-117,Florida,Seminole,Sanford Rookery at Lake Monroe,28.816177,-81.277316,,,Unspecified,,,,,,,,,S162469850,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,1321.0,960.0
446267041,Photo,Razorbill,Alca torda,,Simon Davies,2022-05-06,2022.0,5.0,6.0,700.0,United Kingdom,GB-WLS-PEM,Wales,Pembrokeshire,Skomer Island WTSWW NR,51.7374472,-5.2943802,,,Unspecified,,,,,,,,,S109118241,,,,,,Alca torda,razorb,Species,6372.0,,4.0,1.0,,3026.0,5184.0
615752842,Photo,American Robin,Turdus migratorius,,Leslie Holzmann,2022-12-05,2022.0,12.0,5.0,0.0,United States,US-CO-041,Colorado,El Paso,Palmer Park,38.8821638,-104.7775743,,,Unspecified,,,,,,,,,S164014036,,,,,,Turdus migratorius,amerob,Species,28096.0,,0.0,0.0,,2311.0,1982.0
440018911,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Ronald Ketter,2022-04-21,2022.0,4.0,21.0,1033.0,United States,US-TX-453,Texas,Travis,Balcones Canyonlands NWR--Warbler Vista/Ridgeline Trail (HOTE 027),30.5099833,-97.9923667,,,Unspecified,,,,,,,,,S107624212,,,,,"Lifer.  First heard 3 along ridge line trail, returned and saw one (photo) from blind.",Setophaga chrysoparia,gchwar,Species,33674.0,,0.0,0.0,,2232.0,2976.0
610839611,Photo,Wood Duck,Aix sponsa,,Harris Brown,2023-11-06,2023.0,11.0,6.0,930.0,United States,US-NJ-009,New Jersey,Cape May,Cape Island--Cape May Point SP (CMPSP),38.9338272,-74.9550854,,,Unspecified,,,,,,,,,S153916351,,,,,,Aix sponsa,wooduc,Species,433.0,,5.0,1.0,,850.0,1100.0
612681894,Photo,Limpkin,Aramus guarauna,,Laurie Witkin,2023-12-26,2023.0,12.0,26.0,955.0,United States,US-FL-099,Florida,Palm Beach,Peaceful Waters Sanctuary,26.631443,-80.2332294,,,Unspecified,,,,,,,,,S157194334,,,,,,Aramus guarauna,limpki,Species,5642.0,,1.0,1.0,,3888.0,5184.0
612574666,Photo,Common Loon,Gavia immer,,Anonymous,2023-12-23,2023.0,12.0,23.0,952.0,United States,US-NY-047,New York,Kings,Calvert Vaux Park (Dreier-Offerman Park),40.5848762,-73.9945752,,,Unspecified,,,,,,,,,S156961166,,,,,"All visible simultaneously from the point. One super close, rolling around on its back to preen and being goofy, eventually dislodging and discarding a long stiff feather that was either a rectrix or a remige",Gavia immer,comloo,Species,6774.0,,0.0,0.0,,2593.0,2793.0
20345131,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,John van Dort,2015-10-11,2015.0,10.0,11.0,705.0,Honduras,HN-FM,Francisco MorazÃ¡n,,MontaÃ±a de Izopo--Sector Las Moras,13.9388259,-87.1690571,,,Unspecified,,,,,,,,,S25378444,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,3.0,3.0,,1722.0,2296.0
464784311,Photo,Long-eared Owl,Asio otus,,Antonio Ceballos Barbancho,2022-07-03,2022.0,7.0,3.0,1945.0,Spain,ES-CL-SL,Castilla y LeÃ³n,Salamanca,Villamayor--UrbanizaciÃ³n Los Almendros,41.0089496,-5.7081264,,,Unspecified,,,,,,,,,S114394589,,,,,"Gracias a las indicaciones de Patrocinio HernÃ¡ndez, localizamos y vemos dos pollos que estÃ¡n siendo criados por una pareja de aves adultas que han ocupado un antiguo nido de urraca en un jardÃ­n de la urbanizaciÃ³n. Los pollos estÃ¡n posados en Ã¡rboles distintos y muestran diferencias evidentes en su desarrollo.",Asio otus,loeowl,Species,9045.0,,4.0,1.0,,4000.0,5820.0
493555481,Photo,Long-eared Owl,Asio otus,,Jessica Duez,,,,,,United States,US-OH-095,Ohio,Lucas,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045.0,,4.0,1.0,,540.0,720.0
613245440,Photo,Glossy Ibis,Plegadis falcinellus,,Keith Edwards,2024-01-07,2024.0,1.0,7.0,740.0,United States,US-FL-021,Florida,Collier,"11345 Six L's Farm Road, Naples, Florida, US (26.02, -81.622)",26.0204011,-81.6217535,,,Unspecified,,,,,,,,,S158404565,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,3888.0,5184.0
203101651,Photo,Razorbill,Alca torda,,Chris Haddon,2020-01-26,2020.0,1.0,26.0,1230.0,United States,US-DE-005,Delaware,Sussex,Indian river inlet south,38.6076287,-75.0607314,,,Unspecified,,,,,,,,,S63818233,,,,,Large black and white alcids with a large blunt bill photo close up to come,Alca torda,razorb,Species,6372.0,,3.0,1.0,,1074.0,1744.0
615720669,Photo,Common Loon,Gavia immer,,David Hoag,2024-03-06,2024.0,3.0,6.0,725.0,United States,US-VT-013,Vermont,Grand Isle,"NW grand isle (various sites, mostly within 2k radius circle)",44.7129408,-73.3374152,,,Unspecified,,,,,,,,,S163917463,,,,,"breakfasting on multiple crayfish, and at least one fish.",Gavia immer,comloo,Species,6774.0,,0.0,0.0,,2450.0,3675.0
614195175,Photo,Wood Duck,Aix sponsa,,Elizabeth Moon,2024-01-29,2024.0,1.0,29.0,1458.0,United States,US-UT-011,Utah,Davis,Layton Commons Park,41.0667336,-111.9616699,,,Unspecified,,,,,,,,,S160155886,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,4292.0,6435.0
146614561,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Sebastian Casarez,2019-03-21,2019.0,3.0,21.0,1240.0,United States,US-TX-453,Texas,Travis,Emma Long Metro Park,30.3316943,-97.8387451,Adult Male,,Unspecified,,,,,,,,,S54089675,,,,Golden-cheeked Warbler Banded,Saw 1 GCWA banded.,Setophaga chrysoparia,gchwar,Species,33674.0,,2.0,1.0,,931.0,1157.0
614419365,Photo,Glossy Ibis,Plegadis falcinellus,,Stray Feather,2024-02-04,2024.0,2.0,4.0,1630.0,India,IN-RJ-AJ,Rajasthan,Ajmer,Hameer Pond,26.595438,74.854013,,,Unspecified,,,,,,,,,S160592848,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,1624.0,2755.0
